"game"|"show"|"date"|"comments"|"first"|"last"|"occupation"|"from"|"final"|"coryat"|"right"|"wrong"|"round1"|"round2"|"round3"
5181|7227|2016-02-02|"2016 College Championship quarterfinal game 2."|"Emily"|"Bingham"|"Senior At Wright State University"|"Dayton, Ohio"|17600|15400|19|2|3400|17600|17600
5182|2678|1996-04-03|"David Sampugnaro game 3."|"Dan"|"Goldman"|"Legal Editor"|"Madison, New Jersey"|400|3300|8|0|2100|3300|400
5182|2678|1996-04-03|"David Sampugnaro game 3."|"Joy"|"Sibley"|"School Librarian"|"Herndon, Virginia"|6100|5200|14|2|1600|6400|6100
5182|2678|1996-04-03|"David Sampugnaro game 3."|"David"|"Sampugnaro"|"Writer And Consultant Originally"|"Elmsford, New York"|19200|14800|33|3|3000|16000|19200
5183|7228|2016-02-03|"2016 College Championship quarterfinal game 3."|"Michael"|"Sieja"|"Sophomore At Mississippi State University"|"Huntsville, Alabama"|14400|12200|17|5|2600|7200|14400
5183|7228|2016-02-03|"2016 College Championship quarterfinal game 3."|"Amanda"|"Rosner"|"Freshman At Northwestern University"|"Sandy Springs, Georgia"|13200|6600|14|4|4200|6600|13200
5183|7228|2016-02-03|"2016 College Championship quarterfinal game 3."|"Sam"|"Deutsch"|"Junior At The University Of Southern California"|"Bethesda, Maryland"|14401|12400|17|2|3200|13600|14401
5184|7229|2016-02-04|"2016 College Championship quarterfinal game 4."|"Gus"|"Woythaler"|"Senior At Stanford University"|"Encino, California"|22222|17800|25|1|7800|20600|22222
5184|7229|2016-02-04|"2016 College Championship quarterfinal game 4."|"Hannah"|"Norem"|"Sophomore"|"Augustana University From Houston, Texas"|14400|7400|11|4|1400|7400|14400
5184|7229|2016-02-04|"2016 College Championship quarterfinal game 4."|"Sarah"|"Dubnik"|"Senior At The University Of Pittsburgh"|"Jamison, Pennsylvania"|14801|11600|17|1|8000|16000|14801
5185|7230|2016-02-05|"2016 College Championship quarterfinal game 5."|"Niki"|"Peters"|"Sophomore At The University Of California, Berkeley Originally"|"Boise, Idaho"|24400|20200|25|2|8200|21400|24400
5185|7230|2016-02-05|"2016 College Championship quarterfinal game 5."|"Noah"|"Cowan"|"Freshman At Brown University"|"Bethesda, Maryland"|13000|10200|13|2|5000|15000|13000
5185|7230|2016-02-05|"2016 College Championship quarterfinal game 5."|"Ziad"|"Ali"|"Freshman At North Carolina State University"|"Oak Ridge, North Carolina"|21600|9600|13|1|1600|10800|21600
5186|760|1987-12-18|""|"Ralph"|"Biancalana"|"College Graduate"|"Houston, Texas"|800|4800|18|3|3200|5000|800
5186|760|1987-12-18|""|"Lee"|"Steward"|"Psychometrist"|"Memphis, Tennessee"|200|3500|8|0|1600|4200|200
5186|760|1987-12-18|""|"David"|"Nagy"|"Rock Singer"|"Los Angeles, California"|0|6400|21|5|2400|6400|0
5187|7231|2016-02-08|"2016 College Championship semifinal game 1."|"Emily"|"Sun"|"Freshman At Columbia University"|"San Diego, California"|24800|8600|11|1|3400|12400|24800
5187|7231|2016-02-08|"2016 College Championship semifinal game 1."|"Gus"|"Woythaler"|"Senior At Stanford University"|"Encino, California"|10399|11400|17|4|6200|11400|10399
5187|7231|2016-02-08|"2016 College Championship semifinal game 1."|"Niki"|"Peters"|"Sophomore At The University Of California, Berkeley Originally"|"Boise, Idaho"|24900|14000|17|3|1600|14800|24900
5188|7232|2016-02-09|"2016 College Championship semifinal game 2."|"Hannah"|"Norem"|"Sophomore"|"Augustana University From Houston, Texas"|18200|9400|12|3|2000|9100|18200
5188|7232|2016-02-09|"2016 College Championship semifinal game 2."|"Sam"|"Deutsch"|"Junior At The University Of Southern California"|"Bethesda, Maryland"|18201|12800|17|1|3600|12800|18201
5188|7232|2016-02-09|"2016 College Championship semifinal game 2."|"Emily"|"Bingham"|"Senior At Wright State University"|"Dayton, Ohio"|9101|8600|15|3|2200|5100|9101
5189|7233|2016-02-10|"2016 College Championship semifinal game 3."|"Kate"|"Laubscher"|"Sophomore At Northeastern University"|"Woodside, California"|14000|7000|12|1|4600|7000|14000
5189|7233|2016-02-10|"2016 College Championship semifinal game 3."|"Sarah"|"Dubnik"|"Senior At The University Of Pittsburgh"|"Jamison, Pennsylvania"|35601|15400|22|1|8400|18200|35601
5189|7233|2016-02-10|"2016 College Championship semifinal game 3."|"Ziad"|"Ali"|"Freshman At North Carolina State University"|"Oak Ridge, North Carolina"|18201|15000|17|3|4200|17800|18201
5190|761|1987-12-21|""|"Karen"|"Dauphin"|"Teacher"|"Burbank, California"|17000|9800|20|0|2400|10000|17000
5190|761|1987-12-21|""|"Kurt"|"Webber"|"An Army Officer Originally"|"Lakeland, Florida"|200|4000|14|3|2000|6200|200
5190|761|1987-12-21|""|"Ralph"|"Biancalana"|"College Graduate"|"Houston, Texas"|4400|6400|16|3|400|8400|4400
5191|762|1987-12-22|"Every clue was written by Harry Eisenberg, who had each category begin with the letter \"H\"."|"Jeri"|"Anderson"|"Housewife"|"Las Vegas, Nevada"|3600|8300|22|3|2600|8600|3600
5191|762|1987-12-22|"Every clue was written by Harry Eisenberg, who had each category begin with the letter \"H\"."|"Leah"|"Krinsky"|"Stand-Up Comic And Actress Originally"|"New York City"|3399|5200|12|3|800|5600|3399
5191|762|1987-12-22|"Every clue was written by Harry Eisenberg, who had each category begin with the letter \"H\"."|"Karen"|"Dauphin"|"Teacher"|"Burbank, California"|0|1700|8|2|1700|1700|0
5192|7234|2016-02-11|"2016 College Championship final game 1."|"Sam"|"Deutsch"|"Junior At The University Of Southern California"|"Bethesda, Maryland"|22000|11000|15|1|6600|11000|22000
5192|7234|2016-02-11|"2016 College Championship final game 1."|"Niki"|"Peters"|"Sophomore At The University Of California, Berkeley Originally"|"Boise, Idaho"|18600|13600|13|1|400|13600|18600
5192|7234|2016-02-11|"2016 College Championship final game 1."|"Sarah"|"Dubnik"|"Senior At The University Of Pittsburgh"|"Jamison, Pennsylvania"|22001|13800|18|1|2800|18000|22001
5194|2342|1994-11-08|"1994 Celebrity Jeopardy! game 2."|"Larry"|"King"|"Talk Show Host"|"Larry King Live"|9400|7700|24|2|3300|4700|9400
5194|2342|1994-11-08|"1994 Celebrity Jeopardy! game 2."|"Alexandra"|"Paul"|"An Actress"|"Baywatch"|1000|500|5|3|100|500|1000
5194|2342|1994-11-08|"1994 Celebrity Jeopardy! game 2."|"Kareem"|"Abdul-Jabbar"|"Superstar"|"The Nba"|11900|7400|19|3|3700|7900|11900
5195|7236|2016-02-15|"WE ASKED: Stephan James. 9 clues left unrevealed in Double Jeopardy!"|"Sarah"|"Wright"|"School Librarian"|"Plainfield, Indiana"|5600|8800|14|3|2000|10600|5600
5195|7236|2016-02-15|"WE ASKED: Stephan James. 9 clues left unrevealed in Double Jeopardy!"|"Ramona"|"Riddles"|"Substitute Teacher"|"Fullerton, California"|0|5000|14|4|4200|5000|0
5195|7236|2016-02-15|"WE ASKED: Stephan James. 9 clues left unrevealed in Double Jeopardy!"|"Chris"|"Becker"|"Bus Driver And Trainer"|"Orlando, Florida"|9399|11400|17|2|10400|10000|9399
5196|7237|2016-02-16|""|"Zach"|"Binney"|"PH.D. Student And Football Analyst"|"Atlanta, Georgia"|17001|11600|16|2|5800|12600|17001
5196|7237|2016-02-16|""|"Manisha"|"Parekh"|"Clinical Psychologist"|"Charlotte, North Carolina"|13500|9200|12|3|4000|8500|13500
5196|7237|2016-02-16|""|"Chris"|"Becker"|"Bus Driver And Trainer"|"Orlando, Florida"|25201|14800|18|2|3600|14800|25201
5197|7238|2016-02-17|""|"Tim"|"Kutz"|"Data Conversion Manager"|"Ogden, Utah"|46599|23800|22|1|5000|23800|46599
5197|7238|2016-02-17|""|"Katie"|"Oliver"|"An Administrative Professional"|"Fredericksburg, Virginia"|0|11800|15|1|3400|11800|0
5197|7238|2016-02-17|""|"Chris"|"Becker"|"Bus Driver And Trainer"|"Orlando, Florida"|20399|14600|20|0|9600|34000|20399
5198|7239|2016-02-18|""|"Shana"|"Macks"|"An Educator"|"Arlington, Massachusetts"|2400|12200|15|0|6000|12400|2400
5198|7239|2016-02-18|""|"Brian"|"Worthington"|"Computer Programmer"|"Lewisville, Texas"|3901|9400|14|2|3800|9400|3901
5198|7239|2016-02-18|""|"Tim"|"Kutz"|"Data Conversion Manager"|"Ogden, Utah"|16900|17400|24|3|5800|20900|16900
5199|7240|2016-02-19|""|"Pat"|"Woodard"|"Journalist And Documentary Producer"|"Denver, Colorado"|16200|8200|12|2|3000|8200|16200
5199|7240|2016-02-19|""|"Mitch"|"Metcalfe"|"Digital Marketer Originally"|"Austin, Texas"|6000|5800|15|7|1600|3000|6000
5199|7240|2016-02-19|""|"Tim"|"Kutz"|"Data Conversion Manager"|"Ogden, Utah"|19100|18600|25|3|10200|18100|19100
5200|7243|2016-02-24|""|"Suzy"|"Law"|"An Administrative Officer"|"Loveland, Colorado"|200|2000|8|5|2000|1600|200
5200|7243|2016-02-24|""|"Jill"|"Panall"|"An H.R. Consultant"|"Newburyport, Massachusetts"|26400|16000|19|2|4400|16400|26400
5200|7243|2016-02-24|""|"Ben"|"Yuhas"|"Research Scientist"|"Evanston, Illinois"|16800|15800|23|3|6200|12800|16800
5201|7241|2016-02-22|""|"Joshua"|"Parr"|"High School Teacher"|"Montreal, Quebec, Canada"|24400|14000|17|2|3800|12200|24400
5201|7241|2016-02-22|""|"Maria"|"Santonato"|"Marketing Project Manager"|"Chicago, Illinois"|12201|5400|13|3|1800|6400|12201
5201|7241|2016-02-22|""|"Tim"|"Kutz"|"Data Conversion Manager"|"Ogden, Utah"|24401|24000|25|4|5200|23400|24401
5202|7242|2016-02-23|""|"Robin"|"Heck"|"An I.T. Security Architect"|"Las Vegas, Nevada"|3200|5200|8|3|400|3700|3200
5202|7242|2016-02-23|""|"Ben"|"Yuhas"|"Research Scientist"|"Evanston, Illinois"|23200|13600|15|0|4800|13600|23200
5202|7242|2016-02-23|""|"Tim"|"Kutz"|"Data Conversion Manager"|"Ogden, Utah"|17600|24000|31|1|10200|22600|17600
5203|7244|2016-02-25|""|"Chris"|"Giglio"|"Naval Officer"|"Virginia Beach, Virginia"|25800|16800|16|1|5600|15800|25800
5203|7244|2016-02-25|""|"Rebecca"|"Harlow"|"Lawyer"|"San Francisco, California"|5600|12800|20|0|6000|12800|5600
5203|7244|2016-02-25|""|"Jill"|"Panall"|"An H.R. Consultant"|"Newburyport, Massachusetts"|15802|10000|17|4|4600|9400|15802
5204|7245|2016-02-26|""|"Bill"|"Murphy"|"An Emergency Physician"|"Laguna Beach, California"|10200|10400|16|2|4800|12200|10200
5204|7245|2016-02-26|""|"David"|"Bradley"|"An Author"|"Atlanta, Georgia"|27000|17000|24|2|6600|17000|27000
5204|7245|2016-02-26|""|"Chris"|"Giglio"|"Naval Officer"|"Virginia Beach, Virginia"|26800|12600|14|1|4200|13400|26800
5205|7246|2016-02-29|""|"Brigid"|"Hannahoe"|"Pathologist"|"Buffalo, New York"|2599|13800|21|1|8600|13800|2599
5205|7246|2016-02-29|""|"Tyler"|"Shattuck"|"Graduate Student"|"Long Beach, California"|12357|6200|9|3|1400|6200|12357
5205|7246|2016-02-29|""|"David"|"Bradley"|"An Author"|"Atlanta, Georgia"|28000|22200|23|0|3400|25000|28000
5206|7247|2016-03-01|""|"Rachel"|"Zoch"|"Writer And Editor"|"Deer Park, Texas"|4700|12200|17|3|3400|10700|4700
5206|7247|2016-03-01|""|"Titi"|"Ala'ilima"|"Data Engineer"|"Philadelphia, Pennsylvania"|3399|12200|16|4|1200|12400|3399
5206|7247|2016-03-01|""|"David"|"Bradley"|"An Author"|"Atlanta, Georgia"|0|8200|14|2|4200|8200|0
5207|7248|2016-03-02|""|"John"|"Bozek"|"An Economic Development Professional"|"New York, New York"|8700|11200|12|2|3600|8200|8700
5207|7248|2016-03-02|""|"Peter"|"Diedrich"|"An Attorney"|"Sierra Madre, California"|7599|18800|22|1|7200|20600|7599
5207|7248|2016-03-02|""|"Rachel"|"Zoch"|"Writer And Editor"|"Deer Park, Texas"|12800|16800|20|1|6400|16800|12800
5208|7249|2016-03-03|"WE ASKED: Weatherman Al Roker."|"Soumia"|"Meiyappan"|"Research Associate"|"Brampton, Ontario, Canada"|0|16800|20|5|4800|12600|0
5208|7249|2016-03-03|"WE ASKED: Weatherman Al Roker."|"Ted"|"Dorsey"|"An Author And Educator"|"Los Angeles, California"|7385|10000|16|2|4400|10000|7385
5208|7249|2016-03-03|"WE ASKED: Weatherman Al Roker."|"Rachel"|"Zoch"|"Writer And Editor"|"Deer Park, Texas"|25199|13600|14|3|1800|12600|25199
5209|7250|2016-03-04|""|"Natasha"|"Gainey"|"An Artist"|"Decatur, Georgia"|14200|16600|19|4|2600|16200|14200
5209|7250|2016-03-04|""|"Therese"|"Jones"|"Space Policy Analyst Originally"|"State College, Pennsylvania"|3600|11000|17|2|4200|9000|3600
5209|7250|2016-03-04|""|"Rachel"|"Zoch"|"Writer And Editor"|"Deer Park, Texas"|1|3800|12|7|1000|3800|1
5210|7251|2016-03-07|""|"Brent"|"Povis"|"Board Game Designer"|"Pittsburgh, Pennsylvania"|24789|10800|15|2|5000|12400|24789
5210|7251|2016-03-07|""|"Eric"|"Grebing"|"An Educational Researcher"|"Raleigh, North Carolina"|9999|14600|16|2|1000|17400|9999
5210|7251|2016-03-07|""|"Natasha"|"Gainey"|"An Artist"|"Decatur, Georgia"|4900|11400|18|3|6200|11400|4900
5211|7252|2016-03-08|""|"Annie"|"Moriondo"|"Bookseller"|"Somerville, Massachusetts"|22300|13800|17|0|7400|14600|22300
5211|7252|2016-03-08|""|"Paul"|"Hoan Zeidler"|"Writer And Director"|"Los Angeles, California"|7300|6800|11|3|4000|6800|7300
5211|7252|2016-03-08|""|"Brent"|"Povis"|"Board Game Designer"|"Pittsburgh, Pennsylvania"|13601|12200|17|6|800|7200|13601
5212|7253|2016-03-09|""|"Bill"|"Patschak"|"Trivia Writer"|"Frederick, Maryland"|0|15200|25|5|6000|5200|0
5212|7253|2016-03-09|""|"Katrina"|"Mundinger"|"Musician"|"Minneapolis, Minnesota"|7400|11400|13|3|1800|11400|7400
5212|7253|2016-03-09|""|"Annie"|"Moriondo"|"Bookseller"|"Somerville, Massachusetts"|200|9800|13|2|3800|10200|200
5213|7254|2016-03-10|""|"Danielle"|"Stillman-Diederich"|"Quality Assurance Coordinator"|"Houston, Texas"|12000|7000|18|8|4600|7000|12000
5213|7254|2016-03-10|""|"Norine"|"Noonan"|"University Professor"|"Palm Bay, Florida"|1800|5800|10|2|4200|5800|1800
5213|7254|2016-03-10|""|"Katrina"|"Mundinger"|"Musician"|"Minneapolis, Minnesota"|14600|10600|16|3|2600|9600|14600
5214|7255|2016-03-11|""|"Gordon"|"Moffat"|"An E-Discovery Professional"|"Nashville, Tennessee"|24700|20200|26|2|8200|20200|24700
5214|7255|2016-03-11|""|"Victor"|"Ferreira"|"Transplant Immunologist"|"Cambridge, Ontario, Canada"|5200|5200|11|2|3600|5200|5200
5214|7255|2016-03-11|""|"Katrina"|"Mundinger"|"Musician"|"Minneapolis, Minnesota"|10400|10600|16|2|3800|15400|10400
5215|7256|2016-03-14|""|"Amanda"|"Darby"|"Librarian"|"Frederick, Maryland"|6000|8200|13|1|4600|11000|6000
5215|7256|2016-03-14|""|"Philip"|"Tiu"|"An Educator"|"Atlanta, Georgia"|21198|8400|10|2|1800|10600|21198
5215|7256|2016-03-14|""|"Gordon"|"Moffat"|"An E-Discovery Professional"|"Nashville, Tennessee"|12000|16000|21|2|6800|16000|12000
5216|7257|2016-03-15|""|"Sean"|"Cauley"|"Purchasing Manager"|"Louisville, Kentucky"|19199|13600|22|4|4800|13600|19199
5216|7257|2016-03-15|""|"Kristen"|"Bancroft"|"Compliance Executive"|"New York, New York"|0|4000|9|3|3200|4000|0
5216|7257|2016-03-15|""|"Philip"|"Tiu"|"An Educator"|"Atlanta, Georgia"|49900|15600|14|0|5200|38600|49900
5217|7258|2016-03-16|""|"Elena"|"Gray-Blanc"|"An Editor Originally"|"Santa Barbara, California"|2399|1200|5|3|1200|1200|2399
5217|7258|2016-03-16|""|"Geoff"|"Mitelman"|"Rabbi"|"Westchester County, New York"|11000|11000|18|2|7400|11000|11000
5217|7258|2016-03-16|""|"Philip"|"Tiu"|"An Educator"|"Atlanta, Georgia"|25500|16200|20|3|2800|23800|25500
5218|7259|2016-03-17|""|"Gwen"|"Niksic"|"Major Account Manager Originally"|"Chicago, Illinois"|14000|15000|15|0|5400|15000|14000
5218|7259|2016-03-17|""|"Chris"|"Horton"|"Data Administrator Originally"|"Manville, Rhode Island"|8800|6400|11|7|400|4400|8800
5218|7259|2016-03-17|""|"Philip"|"Tiu"|"An Educator"|"Atlanta, Georgia"|-400|4600|14|4|3400|400|400
5219|7260|2016-03-18|""|"Aurora"|"Nibley"|"Tour Guide"|"Valley Village, California"|7600|11600|16|0|6800|15600|7600
5219|7260|2016-03-18|""|"Steve"|"Stoffle"|"Leadership Trainer"|"Decatur, Georgia"|17599|8800|14|1|4800|8800|17599
5219|7260|2016-03-18|""|"Gwen"|"Niksic"|"Major Account Manager Originally"|"Chicago, Illinois"|399|15800|16|2|1000|15800|399
5220|7261|2016-03-21|""|"Melissa"|"Spencer"|"An Adjunct Physics Instructor And Stay-At-Home Mom"|"Des Moines, Iowa"|13600|8800|10|1|6000|6800|13600
5220|7261|2016-03-21|""|"Kim"|"Vu"|"An International Development Project Manager"|"Washington, D.C."|11500|6000|14|3|3600|6000|11500
5220|7261|2016-03-21|""|"Steve"|"Stoffle"|"Leadership Trainer"|"Decatur, Georgia"|13599|11600|17|3|2200|13600|13599
5221|7262|2016-03-22|""|"Claudia"|"Stucke"|"Former Writer And High School English Teacher"|"Decatur, Georgia"|18800|9800|14|1|3400|9800|18800
5221|7262|2016-03-22|""|"Joshua"|"Wennrich"|"U.S. Air Force Munitions Officer Originally"|"Canton, New York"|800|8800|17|5|4400|8800|800
5221|7262|2016-03-22|""|"Melissa"|"Spencer"|"An Adjunct Physics Instructor And Stay-At-Home Mom"|"Des Moines, Iowa"|2399|12800|14|3|1800|10500|2399
5222|7263|2016-03-23|""|"Jessica"|"Kiefer"|"Reference Librarian"|"Pittsburgh, Pennsylvania"|1200|6200|12|4|3400|6200|1200
5222|7263|2016-03-23|""|"Jen"|"Kadzie"|"Technical Service Manager"|"Chicago, Illinois"|9199|16400|20|0|5200|16400|9199
5222|7263|2016-03-23|""|"Claudia"|"Stucke"|"Former Writer And High School English Teacher"|"Decatur, Georgia"|11800|12800|13|1|2600|11800|11800
5223|7264|2016-03-24|"WE ASKED: Placido Domingo."|"Sarah"|"Thompson"|"An Art History Professor"|"Rochester, New York"|16999|12800|16|0|6600|13000|16999
5223|7264|2016-03-24|"WE ASKED: Placido Domingo."|"Vivek"|"Srikrishnan"|"Graduate Student"|"State College, Pennsylvania"|4399|18800|28|2|8400|15200|4399
5223|7264|2016-03-24|"WE ASKED: Placido Domingo."|"Claudia"|"Stucke"|"Former Writer And High School English Teacher"|"Decatur, Georgia"|4999|9000|8|0|1800|9000|4999
5224|7265|2016-03-25|"WE ASKED: Actress Audra McDonald."|"Sam"|"Gale"|"Test Reader And Evaluator"|"Kernersville, North Carolina"|9900|9200|14|2|4000|7000|9900
5224|7265|2016-03-25|"WE ASKED: Actress Audra McDonald."|"Doug"|"Behrend"|"College Professor"|"Fayetteville, Arkansas"|16401|11400|24|5|6400|9200|16401
5224|7265|2016-03-25|"WE ASKED: Actress Audra McDonald."|"Sarah"|"Thompson"|"An Art History Professor"|"Rochester, New York"|14200|8200|10|3|1000|8200|14200
5225|7266|2016-03-28|""|"Erin"|"Bowers"|"Patent Examiner"|"Washington, D.C."|30001|18000|20|3|3200|18000|30001
5225|7266|2016-03-28|""|"Kent"|"Buxton"|"Medical Student"|"Kansas City, Missouri"|22798|11400|16|1|7000|11400|22798
5225|7266|2016-03-28|""|"Doug"|"Behrend"|"College Professor"|"Fayetteville, Arkansas"|22900|14600|15|1|1200|15000|22900
5226|7267|2016-03-29|""|"Michelle"|"Bulger Mabery"|"Management Consultant"|"Atlanta, Georgia"|17599|15800|13|1|1800|15800|17599
5226|7267|2016-03-29|""|"Todd"|"Giese"|"Hotel Front Desk Manager"|"New Orleans, Louisiana"|31601|14000|19|1|5200|16400|31601
5226|7267|2016-03-29|""|"Erin"|"Bowers"|"Patent Examiner"|"Washington, D.C."|8000|12000|19|2|6000|7000|8000
5227|2078|1993-09-22|""|"Barbara"|"Elem"|"3rd Grade Teacher"|"East Brunswick, New Jersey"|4500|4500|10|5|100|4500|4500
5227|2078|1993-09-22|""|"Dave"|"Osborne"|"Television Production Assistant"|"Chicago, Illinois"|9199|9600|23|2|2900|9100|9199
5227|2078|1993-09-22|""|"Alan"|"Commander Alan Echt"|"An Industrial Hygienist"|"Cincinnati, Ohio"|200|2700|18|5|1900|100|200
5228|7268|2016-03-30|""|"Bill"|"Burns"|"Management Consultant"|"Carrollton, Texas"|7500|6000|11|1|3600|6000|7500
5228|7268|2016-03-30|""|"Megan"|"Selva"|"Content Manager"|"Woodbridge, Virginia"|1|10400|18|8|0|10400|1
5228|7268|2016-03-30|""|"Todd"|"Giese"|"Hotel Front Desk Manager"|"New Orleans, Louisiana"|20801|15000|21|5|4000|16600|20801
5229|730|1987-11-06|"Kate Waits game 4."|"Pete"|"Stark"|"Financial Analyst"|"New York City, New York"|1|2300|18|5|3200|2600|1
5229|730|1987-11-06|"Kate Waits game 4."|"Dorothy"|"Dunnion"|"Teacher"|"Phoenix, Arizona"|0|6000|14|4|1000|6000|0
5229|730|1987-11-06|"Kate Waits game 4."|"Kate"|"Waits"|"Law Professor"|"Albany, New York"|12001|4200|14|3|3000|7300|12001
5230|7269|2016-03-31|""|"Laura"|"Mogul"|"An Executive Director"|"Port Washington, New York"|0|12200|18|3|8600|11000|0
5230|7269|2016-03-31|""|"Fariha"|"Ali"|"An Attorney"|"Wellesley, Massachusetts"|602|10400|15|2|3200|10400|602
5230|7269|2016-03-31|""|"Todd"|"Giese"|"Hotel Front Desk Manager"|"New Orleans, Louisiana"|22000|11000|16|4|2600|11000|22000
5231|7270|2016-04-01|"Ten April Fools' Easter eggs edited into the show."|"Milton?"|"John"|"Physical Therapist"|"Nanuet, New York"|2000|6000|7|3|1200|4000|2000
5231|7270|2016-04-01|"Ten April Fools' Easter eggs edited into the show."|"Oliver"|"Bundy"|"An Attorney Originally"|"Anchorage, Alaska"|1599|2800|14|5|3200|800|1599
5231|7270|2016-04-01|"Ten April Fools' Easter eggs edited into the show."|"Todd"|"Giese"|"Hotel Front Desk Manager"|"New Orleans, Louisiana"|8001|19000|22|2|5400|19000|8001
5232|7271|2016-04-04|""|"Kerstin"|"Nordstrom"|"Physics Professor"|"Northampton, Massachusetts"|20601|9200|15|2|5800|10600|20601
5232|7271|2016-04-04|""|"Udit"|"Banerjea"|"An International Relations Graduate Student"|"Washington, D.C."|21300|14000|20|3|4400|17800|21300
5232|7271|2016-04-04|""|"Todd"|"Giese"|"Hotel Front Desk Manager"|"New Orleans, Louisiana"|11000|10000|15|3|2400|10000|11000
5233|7272|2016-04-05|""|"Toni"|"Johnson"|"Retail Sales Associate"|"Charlotte, North Carolina"|100|7800|12|3|2600|7800|100
5233|7272|2016-04-05|""|"Jeff"|"Crosby"|"Youth Ministry Consultant"|"Rochester, New York"|8400|15000|21|4|4200|12000|8400
5233|7272|2016-04-05|""|"Udit"|"Banerjea"|"An International Relations Graduate Student"|"Washington, D.C."|8200|15000|21|3|7400|16200|8200
5234|15|1984-09-28|""|"Norm"|"Cobb"|"Sales Manager"|"Garden Grove, California"|7100|3600|11|2|800|3600|7100
5234|15|1984-09-28|""|"Louise"|"Balabanian"|"An English Teacher Originally"|"Corpus Christi, Texas"|4750|2400|5|1|800|2400|4750
5234|15|1984-09-28|""|"Larry"|"Caplan"|"An Attorney"|"Tamarac, Florida"|11600|10200|28|6|3200|9600|11600
5235|16|1984-10-01|"Elise Beraru game 1."|"Elise"|"Beraru"|"An Insurance Underwriter"|"Los Angeles, California"|6750|6400|17|3|2800|6400|6750
5235|16|1984-10-01|"Elise Beraru game 1."|"Don"|"Cameron"|"Football Coach"|"Long Beach, California"|4600|1900|4|3|900|2300|4600
5235|16|1984-10-01|"Elise Beraru game 1."|"Larry"|"Caplan"|"An Attorney"|"Tamarac, Florida"|6000|6500|21|5|3400|3000|6000
5236|17|1984-10-02|"Elise Beraru game 2."|"Mark"|"Day"|"Games And Recreation Manager"|"Long Beach, California"|1|2000|8|3|600|1000|1
5236|17|1984-10-02|"Elise Beraru game 2."|"Bill"|"Collins"|"Probation Counselor Originally"|"Brooklyn, New York"|0|1400|7|3|600|1400|0
5236|17|1984-10-02|"Elise Beraru game 2."|"Elise"|"Beraru"|"An Insurance Underwriter"|"Los Angeles, California"|5500|11100|30|3|5400|15500|5500
5237|18|1984-10-03|"Elise Beraru game 3."|"Margaret"|"Magnus"|"Waitress"|"Burbank, California"|1199|600|6|1|1000|600|1199
5237|18|1984-10-03|"Elise Beraru game 3."|"Roger"|"Gerhardstein"|"Teacher Originally"|"Bellevue, Ohio"|1600|5700|12|1|2000|800|1600
5237|18|1984-10-03|"Elise Beraru game 3."|"Elise"|"Beraru"|"An Insurance Underwriter"|"Los Angeles, California"|23800|13800|31|3|3800|13800|23800
5238|20|1984-10-05|"Elise Beraru game 5."|"Stan"|"Ravinsky"|"Telecommunications Specialist"|"Phoenix, Arizona"|1401|1400|7|3|500|900|1401
5238|20|1984-10-05|"Elise Beraru game 5."|"Richard"|"Bolton"|"An Investment Banker"|"Miami, Florida"|1400|700|9|3|1900|700|1400
5238|20|1984-10-05|"Elise Beraru game 5."|"Elise"|"Beraru"|"An Insurance Underwriter"|"Los Angeles, California"|3000|7700|18|4|1300|9600|3000
5239|7273|2016-04-06|"WE ASKED: TV host Rachel Maddow."|"Paul"|"Belin"|"Business Development Manager Originally"|"Columbia, Maryland"|12400|10400|11|1|2400|10400|12400
5239|7273|2016-04-06|"WE ASKED: TV host Rachel Maddow."|"Sabrina"|"Fritz"|"An Engineering Student Originally"|"ST. Charles, Missouri"|21799|10400|16|1|9400|10900|21799
5239|7273|2016-04-06|"WE ASKED: TV host Rachel Maddow."|"Jeff"|"Crosby"|"Youth Ministry Consultant"|"Rochester, New York"|21801|13200|18|3|1600|14000|21801
5240|7274|2016-04-07|""|"Courtney"|"Corcoran"|"Stay-At-Home Mom"|"Alexandria, Virginia"|100|4000|8|2|1600|4000|100
5240|7274|2016-04-07|""|"Ken"|"Sansone"|"An Assistant Attorney General"|"Bedford, New Hampshire"|15900|14600|23|3|7700|22900|15900
5240|7274|2016-04-07|""|"Jeff"|"Crosby"|"Youth Ministry Consultant"|"Rochester, New York"|8600|14600|20|4|3400|14600|8600
5241|7275|2016-04-08|""|"Ricky"|"Young"|"Tax Accountant Originally"|"Canyonville, Oregon"|25599|21800|23|1|6600|25200|25599
5241|7275|2016-04-08|""|"Kim"|"Rohrer"|"Web Production Manager"|"Ossining, New York"|22799|13200|17|1|4400|12400|22799
5241|7275|2016-04-08|""|"Ken"|"Sansone"|"An Assistant Attorney General"|"Bedford, New Hampshire"|1999|1000|11|5|2200|1000|1999
5242|7276|2016-04-11|""|"Catherine"|"Kruchten"|"An Informal Educator"|"Baltimore, Maryland"|7999|9800|14|2|3800|7200|7999
5242|7276|2016-04-11|""|"Thaddeus"|"Lisowski"|"Latin Teacher"|"Alameda, California"|6150|6600|9|2|2600|3200|6150
5242|7276|2016-04-11|""|"Ricky"|"Young"|"Tax Accountant Originally"|"Canyonville, Oregon"|14401|14800|20|3|6800|16000|14401
5243|19|1984-10-04|"Elise Beraru game 4."|"Peggy"|"Hesketh"|"Writer"|"Anaheim, California"|-200|-200|6|4|800|200|200
